,PISAC,PARURO,COLQUEPATA,CCATCCA,CAICAY
X563.5,21.2170066833496,23.4385185241699,20.3811225891113,20.4363327026367,20.8592510223389
X564.5,20.7775630950928,23.0265083312988,20.1873798370361,19.820556640625,20.6477165222168
X565.5,20.4916534423828,22.6606140136719,19.5165214538574,19.4291496276855,20.036657333374
X566.5,19.3195858001709,21.7828311920166,18.2672157287598,18.699951171875,19.1606254577637
X567.5,20.1004199981689,22.8700065612793,19.1190624237061,19.7266044616699,19.8948097229004
X568.5,20.8942584991455,22.8595199584961,20.2155017852783,19.7408866882324,20.3543605804443
X569.5,21.5930843353271,23.0215930938721,20.8411483764648,20.3406734466553,20.9248352050781
X570.5,20.4462394714355,21.94167137146,19.4052581787109,19.0073776245117,19.5562000274658
X571.5,22.0504589080811,23.6838970184326,21.0733451843262,20.9895915985107,21.3518886566162
X572.5,21.1717090606689,23.1246604919434,20.5796241760254,20.0452842712402,20.8622817993164
X573.5,22.1063213348389,23.9353694915771,21.1957263946533,20.8290882110596,21.4793319702148
X574.5,22.2721576690674,24.4455852508545,21.5625190734863,20.9363803863525,21.7101211547852
X575.5,21.0091991424561,23.1781158447266,19.9025783538818,20.2180137634277,20.3925743103027
X576.5,18.6253471374512,21.0049057006836,17.6019172668457,17.6797714233398,18.1217231750488
X577.5,20.0652847290039,22.285026550293,18.5896282196045,19.036205291748,19.2086563110352
X578.5,19.3821849822998,21.9121799468994,18.3541965484619,18.7276153564453,19.3113880157471
X579.5,20.3411903381348,22.9836521148682,19.1323432922363,19.9473133087158,19.9297676086426
X580.5,20.8753833770752,22.7387714385986,19.9390602111816,19.7944221496582,20.0629749298096
X581.5,20.8117046356201,22.1813220977783,19.8245372772217,19.5942554473877,19.9428958892822
X582.5,21.4834976196289,22.8677005767822,20.4721145629883,20.0779933929443,20.6687278747559
X583.5,22.4860591888428,24.0930023193359,21.1281414031982,21.3362483978271,21.3437175750732
X584.5,22.3746967315674,24.131742477417,21.2906951904297,21.2474479675293,21.605806350708
X585.5,21.9540767669678,23.9500980377197,21.0022640228271,20.6208820343018,21.3404903411865
X586.5,22.88450050354,24.9820823669434,21.8282489776611,21.7081813812256,21.9838256835938
X587.5,20.5747680664062,22.912504196167,19.4743671417236,19.6874027252197,19.9797019958496
X588.5,19.9042739868164,22.2636623382568,19.1708450317383,18.9158782958984,19.6813526153564
X589.5,19.6484317779541,21.8220367431641,18.4499855041504,18.6829833984375,19.0188503265381
X590.5,19.8101825714111,22.2567825317383,18.5667476654053,19.2100982666016,19.4985256195068
X591.5,20.5140285491943,23.3268775939941,19.3038444519043,20.1254234313965,20.1336231231689
X592.5,21.180871963501,23.1411380767822,20.4128284454346,20.0852146148682,20.5349864959717
X593.5,21.3583583831787,22.8066520690918,20.106761932373,20.0954608917236,20.2427883148193
X594.5,20.7475242614746,22.2246189117432,19.7961597442627,19.3096885681152,19.9462223052979
X595.5,22.2976531982422,23.9263515472412,21.2556762695312,21.1631355285645,21.4527225494385
X596.5,22.6449451446533,24.4086170196533,21.6692161560059,21.5567378997803,21.9613285064697
X597.5,23.6852550506592,25.5406970977783,22.3936576843262,22.4327659606934,22.752067565918
X598.5,22.0643177032471,24.3303451538086,21.3959140777588,20.859977722168,21.5101375579834
X599.5,21.0409622192383,23.3253364562988,20.1201171875,20.2571220397949,20.6298542022705
X600.5,20.3835544586182,22.6901054382324,19.6508331298828,19.4156627655029,20.1065196990967
X601.5,21.0224647521973,23.100959777832,20.2971572875977,20.0974807739258,20.767261505127
X602.5,21.1104888916016,23.4048614501953,20.021728515625,20.5284843444824,20.8698062896729
X603.5,21.54221534729,24.1085834503174,20.5170803070068,21.1412620544434,21.260181427002
X604.5,21.4809226989746,23.3282260894775,20.7616863250732,20.4095401763916,20.8681755065918
X605.5,22.0515575408936,23.45139503479,21.008243560791,20.81103515625,21.138032913208
X606.5,22.3575916290283,23.7314128875732,21.2013874053955,20.8974933624268,21.4270763397217
X607.5,23.0817584991455,24.6359519958496,21.7308197021484,22.0403423309326,21.9555339813232
X608.5,23.1267700195312,25.1697006225586,22.056884765625,21.8250465393066,22.493480682373
X609.5,22.5961360931396,24.4397830963135,21.4304161071777,21.3240165710449,21.762170791626
X610.5,23.08473777771,25.1815624237061,21.8220195770264,21.7902412414551,22.1049060821533
X611.5,20.4372234344482,22.7437553405762,19.2576293945312,19.6664600372314,19.8443603515625
X612.5,20.2530708312988,22.6744060516357,19.0251750946045,19.2419033050537,19.7405128479004
X613.5,18.7725276947021,21.0794277191162,17.4656524658203,17.7530307769775,18.045654296875
X614.5,19.2555522918701,22.0091915130615,18.4842777252197,18.4900398254395,19.5100250244141
X615.5,20.2475490570068,22.9813671112061,18.9571189880371,19.8716907501221,19.7616634368896
X616.5,21.3374214172363,23.1969299316406,20.6022796630859,20.370153427124,20.7296104431152
X617.5,21.5080680847168,22.921012878418,20.501708984375,20.2254657745361,20.595422744751
X618.5,20.5538463592529,21.9803371429443,20.0569839477539,19.1998519897461,20.2193965911865
X619.5,22.4105796813965,24.0574054718018,21.2693614959717,21.2899360656738,21.4636344909668
X620.5,21.6612815856934,23.6180286407471,20.9995059967041,20.5313911437988,21.2578258514404
X621.5,22.2714900970459,24.1095695495605,20.9732532501221,20.9945373535156,21.289758682251
X622.5,23.4984455108643,25.7157707214355,22.2529029846191,22.2063179016113,22.4862499237061
X623.5,20.4293613433838,22.8202171325684,19.4500045776367,19.663761138916,19.99294090271
X624.5,20.1589679718018,22.5416526794434,18.7159671783447,19.0101737976074,19.2750568389893
X625.5,18.9435501098633,21.2298355102539,17.7444076538086,17.905725479126,18.2891960144043
X626.5,19.5611209869385,22.024938583374,18.5473556518555,19.0117473602295,19.4759426116943
X627.5,20.0389537811279,22.9306564331055,18.7090740203857,19.5932750701904,19.5562915802002
X628.5,21.0376739501953,23.0642604827881,20.6097145080566,20.068660736084,20.720085144043
X629.5,20.6623649597168,22.2205753326416,20.0614547729492,19.4299087524414,20.1171436309814
X630.5,21.4225616455078,22.8000907897949,20.6957340240479,20.1117057800293,20.8127155303955
X631.5,22.2765083312988,23.8784408569336,21.4528636932373,21.1956157684326,21.6196212768555
X632.5,22.486873626709,24.3308696746826,21.5354862213135,21.398645401001,21.8279991149902
X633.5,23.0129833221436,24.8582534790039,21.7495460510254,21.7262134552002,22.0661334991455
X634.5,22.7604064941406,24.9896144866943,21.7048053741455,21.530740737915,21.8874530792236
X635.5,19.9444351196289,22.328239440918,19.105806350708,19.3002777099609,19.6678562164307
X636.5,20.1080894470215,22.423828125,19.5703468322754,19.1002426147461,20.0114212036133
X637.5,20.0813999176025,22.3727378845215,18.9452495574951,19.048038482666,19.5184783935547
X638.5,20.5953025817871,22.934907913208,19.2144508361816,19.9606761932373,20.1268348693848
X639.5,22.1164302825928,24.8357982635498,20.8584442138672,21.4913692474365,21.6364269256592
X640.5,21.5920791625977,23.4768600463867,20.5932464599609,20.500919342041,20.7221336364746
X641.5,20.4630966186523,22.0512199401855,19.7460670471191,19.0634994506836,19.776517868042
X642.5,20.7511520385742,22.260290145874,19.8711929321289,19.361255645752,20.0127449035645
X643.5,21.6408271789551,23.3320770263672,20.4776210784912,20.4637813568115,20.6730194091797
X644.5,22.7834167480469,24.6657009124756,21.695104598999,21.6512012481689,22.0045471191406
X645.5,22.0908508300781,24.0356292724609,20.9782752990723,20.7899761199951,21.2815284729004
X646.5,22.7095146179199,24.9161682128906,21.7780284881592,21.4176330566406,21.9505786895752
X647.5,20.5470161437988,23.0049018859863,19.8238906860352,19.7452774047852,20.3008651733398
X648.5,20.15309715271,22.5238094329834,19.2498435974121,19.1405639648438,19.7762680053711
X649.5,20.5273361206055,23.0154914855957,20.6949996948242,19.4555625915527,21.4298248291016
X650.5,21.3311290740967,24.4753093719482,20.1399078369141,20.0114192962646,21.1528377532959
X651.5,20.781078338623,23.5748710632324,20.0636615753174,20.3350238800049,20.7765083312988
X652.5,21.1245002746582,23.1285839080811,20.4649486541748,20.0409336090088,20.5765285491943
X653.5,22.5850772857666,24.1821269989014,21.5803318023682,21.168737411499,21.6813335418701
X654.5,21.2139587402344,22.7314052581787,20.3066673278809,19.800651550293,20.4400081634521
X655.5,21.6268100738525,23.3564853668213,20.6677379608154,20.4668235778809,20.827880859375
X656.5,21.823205947876,23.8669128417969,21.0740375518799,20.5669841766357,21.3809013366699
X657.5,22.3674583435059,24.4476623535156,21.8178596496582,21.0083026885986,22.1467761993408
X658.5,23.567798614502,25.9982872009277,22.5752048492432,22.0105209350586,22.824161529541
X659.5,21.6201515197754,23.8558044433594,20.7443065643311,20.8161163330078,21.2583789825439
X660.5,19.6257514953613,21.976863861084,19.1313915252686,18.6752834320068,19.5755519866943
X661.5,20.6179599761963,22.768985748291,19.4229774475098,19.5948085784912,19.9797172546387
X662.5,20.3053073883057,22.7232456207275,18.8990268707275,19.7103729248047,19.8511943817139
X663.5,19.5645084381104,22.458797454834,18.9297180175781,19.2144813537598,19.7239074707031
X664.5,20.4925727844238,22.4904937744141,20.1806201934814,19.4688873291016,20.2834796905518
X665.5,21.7746505737305,23.362434387207,21.2847785949707,20.5023059844971,21.389684677124
X666.5,21.7215347290039,23.1369380950928,20.7047386169434,20.3303050994873,20.8819274902344
X667.5,22.4265670776367,24.1453342437744,21.7763366699219,21.2049903869629,21.9342708587646
X668.5,23.283411026001,25.3883438110352,22.282320022583,21.9671688079834,22.6613273620605
X669.5,23.0474586486816,24.9784297943115,21.9128246307373,21.718147277832,22.221866607666
X670.5,23.2714042663574,25.4373588562012,22.4313526153564,22.0551948547363,22.5747318267822
X671.5,21.4447040557861,23.6937999725342,21.1227264404297,20.6628322601318,21.5346508026123
X672.5,22.4983310699463,24.6360321044922,21.7036075592041,21.5127487182617,22.1293087005615
X673.5,21.2263031005859,23.3145160675049,20.5595817565918,20.2678318023682,21.0314922332764
X674.5,21.9900608062744,24.2028331756592,20.5220203399658,21.4201316833496,21.3914947509766
X675.5,21.717903137207,24.3431587219238,20.7234840393066,21.2474231719971,21.4727592468262
X676.5,22.1900043487549,24.123067855835,21.3841590881348,21.0964736938477,21.5100269317627
X677.5,21.5421924591064,23.0487384796143,20.5535850524902,20.2178573608398,20.6342620849609
X678.5,22.138240814209,23.6355781555176,21.1996192932129,20.6703834533691,21.364631652832
X679.5,22.2972431182861,23.9472141265869,21.2775230407715,21.1995506286621,21.4484519958496
X680.5,22.9929084777832,24.8042736053467,21.9463863372803,21.885425567627,22.2673149108887
X681.5,21.8374767303467,23.8176593780518,21.3958606719971,20.5146598815918,21.6464767456055
X682.5,22.9441013336182,25.1595020294189,22.0142917633057,21.6434421539307,22.1252269744873
X683.5,21.461799621582,23.7295207977295,20.4893112182617,20.6719036102295,20.9977779388428
